,StopLocationID,StopNameShort,StopNameLong,StopType,SuburbName,PostCode,RegionName,LocalGovernmentArea,StatDivision,GPSLat,GPSLong
711,17273,Gibbons Dr,Gibbons Dr/McDonalds Rd (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.648046,145.05993899999999
712,17274,Halter Cres,Halter Cres/McDonalds Rd (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.647471,145.054792
713,17275,McDonalds Rd,McDonalds Rd/Davisson St (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.645658000000005,145.030474
716,18163,Doveton Av,Doveton Ave/Princes Hwy (Dandenong South),Bus Bay,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.003452,145.24935
720,16192,Knox Retirement Village,Knox Retirement Village/466 Burwood Hwy (Knoxfield),Kerbside,Knoxfield,3180.0,Melbourne,Knox,Greater Metro,-37.871543,145.242849
721,16460,Hilda Avenue,Hilda Ave/Dorset Rd (Boronia),Bus Bay,Boronia,3155.0,Melbourne,Knox,Greater Metro,-37.841059,145.28698
723,16462,Garden Avenue,Garden Ave/Dorset Rd (Boronia),Bus Bay,Boronia,3155.0,Melbourne,Knox,Greater Metro,-37.847570000000005,145.28656999999998
725,16464,Stewart Street,Stewart St/Dorset Rd (Boronia),Kerbside,Boronia,3155.0,Melbourne,Knox,Greater Metro,-37.85243,145.28627
726,16465,Olive Grove,Olive Gr/Dorset Rd (Boronia),Kerbside,Boronia,3155.0,Melbourne,Knox,Greater Metro,-37.85432,145.28616
727,16466,Oak Avenue,Oak Ave/Dorset Rd (Boronia),Kerbside,Boronia,3155.0,Melbourne,Knox,Greater Metro,-37.857816,145.285967
730,16470,Underwood Road,75 Underwood Rd (Ferntree Gully),Kerbside,Ferntree Gully,3156.0,Melbourne,Knox,Greater Metro,-37.871885999999996,145.290053
731,16471,Underwood Road,Underwood Rd/Hutton Ave (Ferntree Gully),Bus Bay,Ferntree Gully,3156.0,Melbourne,Knox,Greater Metro,-37.87358,145.29209
732,16472,Hutton Avenue,25 Hutton Ave (Ferntree Gully),Kerbside,Ferntree Gully,3156.0,Melbourne,Knox,Greater Metro,-37.87207,145.29469
738,16478,Selman Avenue,Spring St/Selman Ave (Ferntree Gully),Kerbside,Ferntree Gully,3156.0,Melbourne,Knox,Greater Metro,-37.887064,145.29458799999998
739,16480,St Josephs Regional College,St Josephs Regional College/Brenock Park Dr (Ferntree Gully),Bus Bay,Ferntree Gully,3156.0,Melbourne,Knox,Greater Metro,-37.890941,145.294546
741,16482,Mason Street,Mason St/Glenfern Rd (Ferntree Gully),Kerbside,Ferntree Gully,3156.0,Melbourne,Knox,Greater Metro,-37.896167999999996,145.29402
746,16488,Blaxland Drive,Blaxland Dr/Kelletts Rd (Rowville),Kerbside,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.913758,145.262908
747,16489,Park Ridge Reserve,Park Ridge Reserve/Dandelion Dr (Rowville),Kerbside,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.91535,145.26487
749,16491,Willow Avenue,Willow Ave/Dandelion Dr (Rowville),Kerbside,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.916897,145.26969
751,16493,Kemp Court,Kemp Ct/Dandelion Dr (Rowville),Kerbside,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.921704,145.268792
754,16496,Kedleston Way,Kedleston Way/Wentworth Ave (Rowville),Kerbside,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.918787,145.262358
759,8239,Royton Street,Royton St/Burwood Hwy (Burwood East),Kerbside,Burwood East,3151.0,Melbourne,Whitehorse,Greater Metro,-37.851211,145.14238799999998
760,8240,Tiller Street,Tiller St/Burwood Hwy (Burwood East),Kerbside,Burwood East,3151.0,Melbourne,Whitehorse,Greater Metro,-37.851459999999996,145.144274
763,8243,Blackburn Road,Blackburn Rd/Burwood Hwy (Burwood East),Kerbside,Burwood East,3151.0,Melbourne,Whitehorse,Greater Metro,-37.852524,145.15268
765,8245,Newhaven Road,Newhaven Rd/Burwood Hwy (Burwood East),Kerbside,Burwood East,3151.0,Melbourne,Whitehorse,Greater Metro,-37.853539000000005,145.15962
766,8246,Mahoneys Road,Mahoneys Rd/Burwood Hwy (Burwood East),Bus Bay,Burwood East,3151.0,Melbourne,Whitehorse,Greater Metro,-37.854014,145.163698
767,8247,Springvale Road,Springvale Rd/Burwood Hwy (Vermont South),Kerbside,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.854855,145.17097900000002
768,8248,Fankhauser Drive,Fankhauser Dr/Burwood Hwy (Vermont South),Kerbside,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.855536,145.176388
769,8249,Vermont South Tram Terminus,Vermont South Tram Terminus/Burwood Hwy (Vermont South),Bus Bay,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.856355,145.18264299999998
770,8250,Warrington Avenue,Warrington Ave/Burwood Hwy (Vermont South),Kerbside,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.857159,145.188724
772,8253,Morack Road,Morack Rd/Burwood Hwy (Vermont South),Bus Bay,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.858367,145.19698200000002
773,8363,Bourke Rd,53 Bourke Rd (Clayton South),Kerbside,Clayton South,3169.0,Melbourne,Kingston,Greater Metro,-37.94084,145.09944
776,8391,Burwood Highway,Burwood Hwy/Middleborough Rd (Burwood),Kerbside,Burwood,3125.0,Melbourne,Whitehorse,Greater Metro,-37.852528,145.13220900000002
778,8393,Stewart Street,Stewart St/Middleborough Rd (Burwood),Kerbside,Burwood,3125.0,Melbourne,Whitehorse,Greater Metro,-37.848267,145.132929
779,8394,Eley Road,Eley Rd/Middleborough Rd (Burwood),Kerbside,Burwood,3125.0,Melbourne,Whitehorse,Greater Metro,-37.845512,145.13346
780,8395,Jenner Street,Jenner St/Middleborough Rd (Blackburn South),Kerbside,Blackburn South,3130.0,Melbourne,Whitehorse,Greater Metro,-37.843181,145.133935
782,8397,Aldinga Street,Aldinga St/Middleborough Rd (Blackburn South),Kerbside,Blackburn South,3130.0,Melbourne,Whitehorse,Greater Metro,-37.839121,145.134604
783,8398,Inala Village,Inala Village/249 Middleborough Rd (Box Hill South),Kerbside,Box Hill South,3128.0,Melbourne,Whitehorse,Greater Metro,-37.83768,145.134881
784,8399,Clarice Road,Clarice Rd/Middleborough Rd (Box Hill South),Kerbside,Box Hill South,3128.0,Melbourne,Whitehorse,Greater Metro,-37.835418,145.135324
787,8565,Thames Promenade,47 Thames Prom (Chelsea),Kerbside,Chelsea,3196.0,Melbourne,Kingston,Greater Metro,-38.048604,145.12141599999998
791,8603,Kennedy Avenue,Kennedy Ave/Chelsea Park Dr (Chelsea Heights),Kerbside,Chelsea Heights,3196.0,Melbourne,Kingston,Greater Metro,-38.049422,145.137402
804,9601,Reynard Street,Reynard St/Gordon St (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.746868,144.94876200000002
807,9604,Davis Street,Davis St/Munro St (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.743359000000005,144.950825
809,9606,Vincent Street,Vincent St/Munro St (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.743939000000005,144.955784
813,9610,Sydney Road,Sydney Rd/Munro St (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.744886,144.965472
819,9726,Nicholson Street,Nicholson St/Moreland Rd (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.756665999999996,144.975208
821,9728,De Carle Street,De Carle St/Moreland Rd (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.755789,144.967361
822,9729,Sydney Road,Sydney Rd/Moreland Rd (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.755317,144.96357
823,9730,Moreland Station,Moreland Railway Station/Moreland Rd (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.755062,144.96141699999998
824,9731,John Fawkner Hospital,John Fawkner Private Hospital/Moreland Rd (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.754754,144.958896
827,9734,Clarendon Street,Clarendon St/Moreland Rd (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.753962,144.951942
829,9736,Gordon Street,Gordon St/Moreland Rd (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.753458,144.947599
830,9737,Melville Road,Melville Rd/Moreland Rd (Pascoe Vale South),Kerbside,Pascoe Vale South,3044.0,Melbourne,Moreland,Greater Metro,-37.753187,144.945352
831,9738,Graham Street,Graham St/Moreland Rd (Pascoe Vale South),Kerbside,Pascoe Vale South,3044.0,Melbourne,Moreland,Greater Metro,-37.752941,144.943323
833,9740,Rainer Street,Rainer St/Moreland Rd (Pascoe Vale South),Kerbside,Pascoe Vale South,3044.0,Melbourne,Moreland,Greater Metro,-37.752395,144.93853000000001
835,9742,Wadham Street,Wadham St/Moreland Rd (Pascoe Vale South),Kerbside,Pascoe Vale South,3044.0,Melbourne,Moreland,Greater Metro,-37.751661,144.932413
836,9743,Henley Street,Henley St/Moreland Rd (Pascoe Vale South),Kerbside,Pascoe Vale South,3044.0,Melbourne,Moreland,Greater Metro,-37.75142,144.930522
837,9744,Parkside Boulevard,Parkside Bvd/Moreland Rd (Pascoe Vale South),Kerbside,Pascoe Vale South,3044.0,Melbourne,Moreland,Greater Metro,-37.751090999999995,144.92781100000002
855,13360,Scott Street,Scott St/Centenary Ave (Melton),Kerbside,Melton,3337.0,Melton,Melton,Greater Metro,-37.673742,144.57578999999998
859,13364,Chelmsford Way,Chelmsford Way/Westmelton Dr (Melton West),Kerbside,Melton West,3337.0,Melton,Melton,Greater Metro,-37.677741999999995,144.5678
861,13366,James Cook Drive,James Cook Dr/Westmelton Dr (Melton West),Kerbside,Melton West,3337.0,Melton,Melton,Greater Metro,-37.675841999999996,144.559608
862,13367,Gloucester Way,Gloucester Way/Westmelton Dr (Melton West),Kerbside,Melton West,3337.0,Melton,Melton,Greater Metro,-37.675334,144.556065
863,13368,Wedge Park Primary School,Wedge Park Primary School/40 Cambrian Way (Melton West),Kerbside,Melton West,3337.0,Melton,Melton,Greater Metro,-37.676916999999996,144.55519099999998
869,13374,Richard Road,Richard Rd/Coburns Rd (Melton South),Kerbside,Melton South,3338.0,Melton,Melton,Greater Metro,-37.694712,144.566381
876,13410,Burleigh Road,Burleigh Rd/Palmerston St (Melton),Kerbside,Melton,3337.0,Melton,Melton,Greater Metro,-37.675025,144.584024
891,13425,Richard Road,Richard Rd/Coburns Rd (Melton South),Kerbside,Melton South,3338.0,Melton,Melton,Greater Metro,-37.693571,144.566234
895,22059,Stradbroke Road,Montrose CFA/Mt. Dandenong Rd (Montrose),Kerbside,Montrose,3765.0,Melbourne,Yarra Ranges,Greater Metro,-37.810722999999996,145.340151
896,22096,Melba Highway,Melba Hwy/Armstrong Gr (Yarra Glen),Kerbside,Yarra Glen,3775.0,Yarra Ranges,Yarra Ranges,Greater Metro,-37.652219,145.37788799999998
898,22099,Herbert Road,Herbert Rd/Melba Hwy (Yarra Glen),Bus Bay,Yarra Glen,3775.0,Yarra Ranges,Yarra Ranges,Greater Metro,-37.658194,145.374701
911,22135,McComb Street,McComb St/Cave Hill Rd (Lilydale),Kerbside,Lilydale,3140.0,Melbourne,Yarra Ranges,Greater Metro,-37.752176,145.343881
912,22136,Cave Hill Road,Opp 75 Cave Hill Rd (Lilydale),Kerbside,Lilydale,3140.0,Melbourne,Yarra Ranges,Greater Metro,-37.75257,145.343951
914,22138,Willmette Court,Willmette Ct/Cave Hill Rd (Lilydale),Kerbside,Lilydale,3140.0,Melbourne,Yarra Ranges,Greater Metro,-37.748503,145.344707
916,22140,Crestway,Crestway/Cave Hill Rd (Lilydale),Kerbside,Lilydale,3140.0,Melbourne,Yarra Ranges,Greater Metro,-37.747152,145.34496399999998
928,22154,Lilydale Post Office,Lilydale Post Office/Maroondah Hwy (Lilydale),Bus Bay,Lilydale,3140.0,Melbourne,Yarra Ranges,Greater Metro,-37.757585999999996,145.35226799999998
930,22270,Baystone Place,Baystone Pl/The Gateway (Lilydale),Kerbside,Lilydale,3140.0,Melbourne,Yarra Ranges,Greater Metro,-37.742430999999996,145.343987
932,20190,Donvale Terminus,Donvale Terminus/Mitcham Rd (Donvale),Kerbside,Donvale,3111.0,Melbourne,Manningham,Greater Metro,-37.797552,145.17984199999998
937,20448,The Pines SC,The Pines SC/Reynolds Rd (Doncaster East),Bus Bay,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.762878,145.167776
938,20450,The Pines SC,The Pines SC/Reynolds Rd (Doncaster East),Kerbside,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.762803999999996,145.16818999999998
939,20646,Tunstall Rd,Tunstall Rd/Doncaster Rd (Doncaster East),Bus Bay,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.790017999999996,145.170761
943,20994,Umma Islamic Centre,Umma Islamic Centre/George St (Doncaster East),Bus Bay,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.781735,145.155714
946,21050,Doncaster Park & Ride,Doncaster Park + Ride/Doncaster Rd (Doncaster),Bus Bay,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.788861,145.104825
956,23379,King St,King St/Blackburn Rd (Doncaster East),Kerbside,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.774536,145.164663
1052,17635,Nepean Hwy,Nepean Hwy/Centre Rd (Brighton East),Kerbside,Brighton East,3187.0,Melbourne,Bayside,Greater Metro,-37.915925,145.019005
1053,17636,Lilac Cres,Lilac Cres/Centre Rd (Brighton East),Kerbside,Brighton East,3187.0,Melbourne,Bayside,Greater Metro,-37.915572,145.015746
1054,17637,Primrose Cres,Primrose Cres/Centre Rd (Brighton East),Kerbside,Brighton East,3187.0,Melbourne,Bayside,Greater Metro,-37.915282,145.013137
1055,17638,Davies St,Davies St/Centre Rd (Brighton East),Safety Zone,Brighton East,3187.0,Melbourne,Bayside,Greater Metro,-37.914736,145.008419
1056,17640,Hampton St,Hampton St/Hammond St (Brighton),Kerbside,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.916391,145.00618799999998
1057,17641,Halifax St,Halifax St/Wilson St (Brighton),Kerbside,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.914755,145.003645
1058,18412,East Brighton - Stop 68,68-East Brighton/Hawthorn Rd (Brighton East),Platform,Brighton East,3187.0,Melbourne,Bayside,Greater Metro,-37.91427,145.01683
1059,18413,Howell Street - Stop 67,67-Howell St/Hawthorn Rd (Brighton East),Kerbside,Brighton East,3187.0,Melbourne,Bayside,Greater Metro,-37.91109,145.01738999999998
1060,18414,Union Street - Stop 66,66-Union St/Hawthorn Rd (Brighton East),Kerbside,Brighton East,3187.0,Melbourne,Bayside,Greater Metro,-37.90873,145.01776999999998
1062,18416,Taylor Street - Stop 64,64-Taylor St/Hawthorn Rd (Brighton East),Kerbside,Brighton East,3187.0,Melbourne,Bayside,Greater Metro,-37.904090000000004,145.0186
1063,18417,North Road - Stop 63,63-North Rd/Hawthorn Rd (Brighton East),Kerbside,Brighton East,3187.0,Melbourne,Bayside,Greater Metro,-37.90157,145.01907
1068,19003,Taylor Street - Stop 64,64-Taylor St/Hawthorn Rd (Brighton East),Kerbside,Brighton East,3187.0,Melbourne,Bayside,Greater Metro,-37.90378,145.01881
1070,19948,Sandringham,Sandringham Railway Station (Sandringham),Platform,Sandringham,3191.0,Melbourne,Bayside,Greater Metro,-37.950328000000006,145.00456599999998
1071,19949,Hampton,Hampton Railway Station (Hampton),Platform,Hampton,3188.0,Melbourne,Bayside,Greater Metro,-37.937973,145.001466
1072,19950,Brighton Beach,Brighton Beach Railway Station (Brighton),Platform,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.926482,144.989157
1073,19951,Middle Brighton,Middle Brighton Railway Station (Brighton),Platform,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.915135,144.996298
1074,19952,North Brighton,North Brighton Railway Station (Brighton),Platform,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.904883,145.002604
1075,19953,Gardenvale,Gardenvale Railway Station (Brighton),Platform,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.896693,145.004165
1077,20400,North Brighton Station,North Brighton Station/Bay St (Brighton),Kerbside,Brighton,3186.0,Melbourne,Bayside,Greater Metro,-37.905536,145.003166
1078,20766,Sandringham Station,Sandringham Railway Station/Station St (Sandringham),Bus Bay,Sandringham,3191.0,Melbourne,Bayside,Greater Metro,-37.950210999999996,145.004234
1079,20767,Hampton Station,Hampton Railway Station/Willis Lane (Hampton),Bus Bay,Hampton,3188.0,Melbourne,Bayside,Greater Metro,-37.937526,145.001382
1080,20771,Sandringham Station,Sandringham Railway Station/Station St (Sandringham),Bus Bay,Sandringham,3191.0,Melbourne,Bayside,Greater Metro,-37.950657,145.004273
1083,20922,Tricks Reserve,Tricks Reserve/Bluff Rd (Black Rock),Kerbside,Black Rock,3193.0,Melbourne,Bayside,Greater Metro,-37.965671,145.01828
1090,22637,Jetty Road,Jetty Rd/Beach Rd (Sandringham),Kerbside,Sandringham,3191.0,Melbourne,Bayside,Greater Metro,-37.946139,145.000912
1092,3426,Pakenham Station,Pakenham Station/Station St (Pakenham),Kerbside,Pakenham,3810.0,Melbourne,Cardinia,Greater Metro,-38.079451,145.48498899999998
1094,3428,Racecourse Rd,Racecourse Rd/Railway Ave (Pakenham),Kerbside,Pakenham,3810.0,Melbourne,Cardinia,Greater Metro,-38.081189,145.491657
1098,3433,James Street,James St/Princes Hwy (Pakenham),Kerbside,Pakenham,3810.0,Melbourne,Cardinia,Greater Metro,-38.071684000000005,145.480707
1103,3445,Funston Court,Funston Ct/Duncan Dr (Pakenham),Kerbside,Pakenham,3810.0,Melbourne,Cardinia,Greater Metro,-38.07128,145.46766000000002
1105,3447,Princes Highway,Princes Hwy/Duncan Dr (Pakenham),Kerbside,Pakenham,3810.0,Melbourne,Cardinia,Greater Metro,-38.06684,145.466638
1113,3456,Brunt Road,Brunt Rd/Princes Hwy (Officer),Bus Bay,Officer,3809.0,Melbourne,Cardinia,Greater Metro,-38.056754999999995,145.390467
1123,3716,Purton Road,Purton Rd/Princes Hwy (Pakenham),Bus Bay,Pakenham,3810.0,Melbourne,Cardinia,Greater Metro,-38.06382,145.463323
1127,3723,Cameron Way,Cameron Way/Racecourse Rd (Pakenham),Kerbside,Pakenham,3810.0,Melbourne,Cardinia,Greater Metro,-38.07699,145.4936
1129,3727,Princes Highway,Pakenham Consolidated School/Duncan Dr (Pakenham),Kerbside,Pakenham,3810.0,Melbourne,Cardinia,Greater Metro,-38.06691,145.46673
1130,3728,Dobson Court,Dobson Ct/Duncan Dr (Pakenham),Kerbside,Pakenham,3810.0,Melbourne,Cardinia,Greater Metro,-38.06916,145.46703
1133,7158,Second Avenue,Second Ave/Blackshaws Rd (Altona North),Kerbside,Altona North,3025.0,Melbourne,Hobsons Bay,Greater Metro,-37.831801,144.854428
1134,7159,Kyle Road,Kyle Rd/Blackshaws Rd (Altona North),Kerbside,Altona North,3025.0,Melbourne,Hobsons Bay,Greater Metro,-37.832064,144.856942
1136,7161,Blackshaws Road,Blackshaws Rd/The Broadway (Altona North),Kerbside,Altona North,3025.0,Melbourne,Hobsons Bay,Greater Metro,-37.833023,144.861101
1138,7163,The Circle SC,The Circle SC/The Broadway (Altona North),Kerbside,Altona North,3025.0,Melbourne,Hobsons Bay,Greater Metro,-37.835999,144.863475
1139,7164,Hansen Street,Hansen St/The Broadway (Altona North),Kerbside,Altona North,3025.0,Melbourne,Hobsons Bay,Greater Metro,-37.837247,144.864444
1140,7165,Hansen Street,Hansen St/Mason St (Altona North),Kerbside,Altona North,3025.0,Melbourne,Hobsons Bay,Greater Metro,-37.840437,144.86488300000002
1145,7170,Elizabeth Street,Elizabeth St/Mason St (Newport),Kerbside,Newport,3015.0,Melbourne,Hobsons Bay,Greater Metro,-37.841883,144.878251
1153,7179,Williamstown SC,Williamstown Shopping Centre/Douglas Pde (Williamstown),Kerbside,Williamstown,3016.0,Melbourne,Hobsons Bay,Greater Metro,-37.856713,144.897754
1154,7180,Coxs Garden,Coxs Gdn/Ferguson St (Williamstown),Kerbside,Williamstown,3016.0,Melbourne,Hobsons Bay,Greater Metro,-37.858902,144.898397
1155,7181,Nelson Pl,Ferguson Street Pier/Ferguson St (Williamstown),Kerbside,Williamstown,3016.0,Melbourne,Hobsons Bay,Greater Metro,-37.859293,144.901142
1156,7182,Cole Street,Cole St/Nelson Pl (Williamstown),Kerbside,Williamstown,3016.0,Melbourne,Hobsons Bay,Greater Metro,-37.862739000000005,144.90349799999998
1164,7242,Williamstown SLSC,Williamstown SLSC/Victoria St (Williamstown),Bus Bay,Williamstown,3016.0,Melbourne,Hobsons Bay,Greater Metro,-37.867536,144.888058
1168,8323,Fittis Street,Fittis St/Blackshaws Rd (Newport),Kerbside,Newport,3015.0,Melbourne,Hobsons Bay,Greater Metro,-37.833721999999995,144.87098500000002
1170,8895,Douglas St,Douglas St/Millers Rd (Altona North),Kerbside,Altona North,3025.0,Melbourne,Hobsons Bay,Greater Metro,-37.843044,144.846123
1172,51267,Abbotts Rd,Abbotts Rd/England St (Dandenong South),Kerbside,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.03184,145.21875
1179,51274,Monash Dr,Monash Dr/Abbotts Rd (Dandenong South),Kerbside,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.035270000000004,145.24033
1181,51276,Carabeen Way,Carabeen Way/Moreton Bay Bvd (Lyndhurst),Kerbside,Lyndhurst,3975.0,Melbourne,Greater Dandenong,Greater Metro,-38.05682,145.24507
